Net_Class,Net_Name_or_Group,Signal_Type,Target_Impedance,Impedance_Status,Intra_Pair_Skew,Inter_Pair_Matching,Maximum_Via_Count,Reference_Layer,Plane_Crossing_Rule,Minimum_Spacing,Length_Target,Propagation_Delay_Target,Current_Target,Width_Rule,Source,Assumption_Status,Review_Status,Notes
I2C,I2C_SCL;I2C_SDA,I2C_OPEN_DRAIN,NOT_CONTROLLED_IMPEDANCE,Engineering_Assumption,NOT_APPLICABLE,NOT_APPLICABLE,4,L3_OVER_L2_OR_L6_OVER_L5,DO_NOT_CROSS_REFERENCE_SPLIT,PENDING_BUS_CAPACITANCE_REVIEW,FUNCTIONAL_ONLY,PENDING_RISE_TIME_CALCULATION,LOW_CURRENT,PENDING_FABRICATOR_MINIMUM_AND_REVIEW,TI_INA238_REV_B;TI_TMP1075_REV_F,Engineering_Assumption,Planned,Keep away from switch node; calculate pull-ups from capacitance and speed
POWER_12V,P12V_SLOT,DC_POWER,NOT_APPLICABLE,Engineering_Assumption,NOT_APPLICABLE,NOT_APPLICABLE,AS_REQUIRED,L1_AND_L4,NOT_APPLICABLE,POWER_CLEARANCE_PER_FAB_AND_VOLTAGE,MINIMIZE_FROM_EDGE_TO_EFUSE,NOT_APPLICABLE,PENDING_CEM_SLOT_POWER_CONFIRMATION,PENDING_CURRENT_TEMP_RISE_STACKUP,PCI_SIG_CEM_3_0;IPC_2152_METHOD;JLCPCB_STACKUP,Pending_Human_Verification,Planned,No current-width freeze before slot power and stack-up confirmation
POWER_12V,P12V_PROTECTED,DC_POWER,NOT_APPLICABLE,Engineering_Assumption,NOT_APPLICABLE,NOT_APPLICABLE,AS_REQUIRED,L1_AND_L4,NOT_APPLICABLE,POWER_CLEARANCE_PER_FAB_AND_VOLTAGE,MINIMIZE_EFUSE_TO_BUCK,NOT_APPLICABLE,PENDING_POWER_BUDGET,PENDING_CURRENT_TEMP_RISE_STACKUP,TI_TPS25947_REV_C;TI_TPS543620_REV_C;IPC_2152_METHOD,Pending_Human_Verification,Planned,Include eFuse and buck input ripple current
SWITCH_NODE,SW_3V3,SWITCHING_POWER,NOT_APPLICABLE,Engineering_Assumption,NOT_APPLICABLE,NOT_APPLICABLE,0,L1_OVER_L2_LOCAL,DO_NOT_CROSS_REFERENCE_SPLIT,KEEP_OUT_PER_TI_LAYOUT_REVIEW,ABSOLUTE_MINIMUM_HOT_LOOP,NOT_APPLICABLE,PENDING_PEAK_INDUCTOR_CURRENT,LOCAL_COPPER_PER_TI_LAYOUT_NOT_LONG_TRACE,TI_TPS543620_REV_C,Engineering_Assumption,Planned,No test point unless simulation-to-bench need is approved and low-inductance probing is designed
POWER_3V3,P3V3_PRE_SENSE,DC_POWER,NOT_APPLICABLE,Engineering_Assumption,NOT_APPLICABLE,NOT_APPLICABLE,AS_REQUIRED,L1_AND_L4,NOT_APPLICABLE,POWER_CLEARANCE_PER_FAB,MINIMIZE_L1_COUT_SHUNT_LOOP,NOT_APPLICABLE,5A_STEADY_7A_100US_TRANSIENT,PENDING_CURRENT_TEMP_RISE_STACKUP,TI_TPS543620_REV_C;NVME_POWER_GOVERNANCE;IPC_2152_METHOD,Engineering_Assumption,Planned,Target is simulated requirement and not yet measured
POWER_3V3,P3V3_NVME,DC_POWER,NOT_APPLICABLE,Engineering_Assumption,NOT_APPLICABLE,NOT_APPLICABLE,AS_REQUIRED,L1_AND_L4,NOT_APPLICABLE,POWER_CLEARANCE_PER_FAB,MINIMIZE_SHUNT_TO_M2,NOT_APPLICABLE,5A_STEADY_7A_100US_TRANSIENT,PENDING_CURRENT_TEMP_RISE_STACKUP,NVME_POWER_GOVERNANCE;M2_CONTROLLED_SPEC;IPC_2152_METHOD,Pending_Human_Verification,Planned,Do not claim full envelope until slot power thermal and transient gates pass
POWER_AUX,P3V3_AUX,LOW_CURRENT_POWER,NOT_APPLICABLE,Engineering_Assumption,NOT_APPLICABLE,NOT_APPLICABLE,AS_REQUIRED,L3_OR_L6_OVER_GND,DO_NOT_CROSS_REFERENCE_SPLIT,POWER_CLEARANCE_PER_FAB,FUNCTIONAL_ONLY,NOT_APPLICABLE,PENDING_TELEMETRY_BUDGET,PENDING_FABRICATOR_MINIMUM_AND_REVIEW,TI_INA238_REV_B;TI_TMP1075_REV_F,Engineering_Assumption,Planned,Telemetry-only rail; not PCIe 3V3aux
ANALOG_SENSE,SHUNT_SENSE_P;SHUNT_SENSE_N,KELVIN_ANALOG_PAIR,NOT_CONTROLLED_IMPEDANCE,Engineering_Assumption,MINIMIZE_AREA_AND_SYMMETRY,NOT_APPLICABLE,2,L1_OR_L3_OVER_SOLID_GND,DO_NOT_CROSS_REFERENCE_SPLIT,GUARD_FROM_SWITCHING_REGION,DEDICATED_KELVIN_SHORTEST_PRACTICAL,NOT_APPLICABLE,SENSE_ONLY,NO_FORCE_CURRENT_ALLOWED,TI_INA238_REV_B;VISHAY_WSK2512_DATASHEET,Pending_Human_Verification,Planned,Route from separate shunt sense terminals and never share force via
GROUND,GND,SOLID_REFERENCE_PLANE,NOT_APPLICABLE,Confirmed_Official,NOT_APPLICABLE,NOT_APPLICABLE,AS_REQUIRED,L2_AND_L5,NO_SPLITS_UNDER_HIGH_SPEED,NOT_APPLICABLE,CONTINUOUS_PLANE,NOT_APPLICABLE,RETURN_CURRENT,SOLID_PLANE_WITH_REVIEWED_VOIDS,PCI_SIG_CEM_3_0;TI_LAYOUT_GUIDELINES,Engineering_Assumption,Planned,L2 and L5 remain solid; antipad chains require return-path review

